,name,Happiness Score,Freedom,Trust,GDP,Adult Mortality,Infant Deaths,Under 5Y/O Deaths,Hepatitis B,HIV/AIDS,Population,Life Expectancy,region,subregion,Literacy Rate(%),gini,area,Inflation(%),Change forest %,Forest area %,FemaleSuicide %,MaleSuicide %,Homicide %,Prison population,Gender Inequality,Suicide %,Density,Adult Mortality per Population
78,Malaysia,5.904000022125244,0.43736299649238575,0.06888414162540436,1.209899083953858,118.5625,3.3125,4.125,96.0,0.10000000000000002,26882423.0,73.75625000000001,Asia,South-Eastern Asia,93.1,46.2,330803.0,2.2,-9.356453348279702,61.733069548,1.5,4.7,2.3,132.0,0.209,6.2,81.2641451256488,0.004410409731295427
79,Mali,4.219000011444092,0.3329247486610412,0.09459204931068418,0.36096809876632696,202.125,55.9375,96.5,67.15384615384616,1.8249999999999997,13992397.875,54.9375,Africa,Western Africa,33.4,33.0,1240192.0,0.1,-12.364980071467054,10.106622739,2.7,7.2,7.5,36.0,0.6767358899668768,9.9,11.282444875470896,0.014445343950741539
80,Malta,6.533999990081787,0.5902714103393554,0.1514932137775422,1.2856999677124021,60.75,0.0,0.0,80.53846153846153,0.10000000000000002,410814.875,80.36250000000001,Europe,Southern Europe,92.4,39.808800000000005,316.0,1.0,0.0,0.9375,0.7,11.1,2.8,145.0,0.2265732293454379,11.799999999999999,1300.04707278481,0.14787682651461928
81,Mauritania,4.354999963378907,0.132043608604908,0.1344234009332656,0.5686874577484129,159.9375,7.8125,11.9375,57.63636363636363,1.1875000000000004,3283091.5625,62.8,Africa,Western Africa,58.6,40.5,1030700.0,4.6,-44.09638547095177,0.225089745,1.5,4.5,5.0,45.0,0.610451396802838,6.0,3.1853027675366254,0.04871551613937054
82,Mauritius,5.7066000373840335,0.519071465227127,0.05588431103634833,1.11014510938263,163.5625,0.0,0.0,96.1875,0.10625000000000002,1234778.875,72.7125,Africa,Eastern Africa,88.8,39.808800000000005,2040.0,3.5,-9.690721636323731,17.261083744,2.9,13.2,2.8,202.0,0.4187694317894437,16.099999999999998,605.283762254902,0.1324629885654628
83,Mexico,6.725200013732911,0.4367260016727448,0.13948882292175296,1.079360763572692,111.0625,39.625,46.5,94.4375,0.10000000000000002,110162303.875,75.71874999999999,Americas,Central America,93.5,47.0,1964375.0,4.0,-8.250558388443885,33.175544638000005,1.7,7.1,21.5,210.0,0.3728112102648987,8.799999999999999,56.080078332803055,0.001008171544106607
84,Mongolia,5.02919998474121,0.3804247937641144,0.03248245783638954,0.941191173118592,222.125,1.5625,1.9375,97.4375,0.10000000000000002,2646595.0,65.8875,Asia,Eastern Asia,97.4,36.5,1564110.0,8.2,-14.37460115242266,6.909292206,3.7,16.3,9.7,287.0,0.3253526964586527,20.0,1.6920772835670126,0.08392859504382046
85,Montenegro,5.291999997711182,0.1969398110790252,0.10386883881950379,1.0483778071899421,92.75,0.0,0.0,48.5,0.10000000000000002,615843.4375,74.5,Europe,Southern Europe,98.5,30.0,13812.0,4.0,4.953970567100896e-09,40.371747211999995,6.4,24.7,2.7,208.0,0.17109221695090826,31.1,44.58756425571966,0.15060645994137106
86,Morocco,5.172200026702879,0.3919056664218902,0.08145263656377792,0.8066969162216185,95.1875,21.375,24.875,87.25,0.10000000000000002,31506341.875,72.15624999999999,Africa,Northern Africa,68.5,40.9,446550.0,2.0,2.020202009487626,11.54156397,1.2,9.9,2.2,220.0,0.5248658311522189,11.1,70.55501483596461,0.003021217137097418
87,Mozambique,4.601000047683715,0.46154027297973627,0.15786659640789028,0.179846412498951,226.25,74.5625,107.25,67.86666666666666,11.3875,22114304.875,53.393750000000004,Africa,Eastern Africa,56.1,45.7,801590.0,4.4,-11.016644375176964,49.08466644600001,21.1,34.2,12.4,65.0,0.5906798909982478,55.300000000000004,27.58804984468369,0.01023093428795826
88,Myanmar,4.383000015258789,0.4973164069824218,0.18631724093341823,0.474262110080719,154.3125,56.625,76.9375,65.46153846153847,0.47500000000000003,49764496.9375,64.2,Asia,South-Eastern Asia,92.7,39.808800000000005,676578.0,5.7,-20.532097795049697,47.687550705,10.3,16.5,15.2,120.0,0.4134011086343872,26.8,73.55322954263957,0.003100855218004182
89,Namibia,4.556999970436094,0.4816108868455888,0.0792817430895567,0.9125760814237596,313.1875,2.875,3.8125,86.33333333333333,13.64375,2036838.75,60.400000000000006,Africa,Southern Africa,88.8,63.9,825615.0,5.8,-18.49349460897267,8.674464647999999,1.4,4.4,17.2,191.0,0.4009892328064848,5.800000000000001,2.4670563761559565,0.15376155819894924
90,Nepal,4.812399978637695,0.4316491896514892,0.07382510922431947,0.43141003837203984,147.25,29.125,38.125,65.38461538461539,0.15625,26071394.875,66.48125,Asia,Southern Asia,57.4,32.8,147181.0,9.5,-24.701631157598072,25.364492500999997,20.0,30.1,2.9,48.0,0.4885701409436735,50.1,177.13831863487815,0.005647952505264642
91,Netherlands,7.4045999710083,0.5896508976211547,0.29861436508369443,1.4110129270782479,61.625,1.0,1.0,48.2,0.10000000000000002,16457758.875,81.13125,Europe,Western Europe,99.0,30.9,41850.0,2.5,5.922602189956794,10.824436535999999,4.8,11.7,0.9,82.0,0.0624059806438122,16.5,393.2558870967742,0.0037444344924515123
92,New Zealand,7.313000025939942,0.6177824260902404,0.4000153404254914,1.3175092096023557,71.5,0.0,0.0,70.1875,0.10000000000000002,4224775.0,81.33749999999999,Oceania,Australia and New Zealand,99.0,36.2,270467.0,1.3,6.893782371915913,31.340245338000003,5.0,14.4,0.9,192.0,0.1572014980711076,19.4,15.620297485460334,0.016923978200022487
93,Nicaragua,6.027400019836426,0.4860243693008422,0.14835559636878962,0.6772778407745361,162.375,3.0625,3.6875,91.875,0.22499999999999998,5636535.75,73.45,Americas,Central America,78.0,40.5,130373.0,5.7,-34.11608330279664,24.713312281999997,4.9,15.4,11.3,153.0,0.4485477242778404,20.3,43.23391921640217,0.028807588065062836
94,Niger,4.104599975585939,0.385797739282608,0.13354458923816678,0.12660506615161898,232.4375,52.8125,105.6875,60.57142857142857,1.1624999999999999,15232170.9375,56.98125,Africa,Western Africa,19.1,34.6,1267000.0,4.900840336134454,-39.37275066154498,0.93092287,1.9,5.3,4.7,42.0,0.7132283014776746,7.199999999999999,12.022234362667719,0.01525964361572147
95,Nigeria,5.127399976348877,0.380966513086319,0.03398431321442128,0.7150532512207033,248.5,535.6875,852.0625,42.90909090909091,4.83125,149604877.25,51.35625000000001,Africa,Western Africa,61.3,48.8,923768.0,8.7,-52.2931414522209,9.027306565,2.9,10.3,20.0,32.0,0.3731807821017623,13.200000000000001,161.95070326099193,0.0016610421034919836
96,Norway,7.541000035858154,0.6380485174789428,0.34395076690483106,1.519380636871338,66.25,0.0,0.0,78.68566980093698,0.10000000000000002,4784754.75,81.79375,Europe,Northern Europe,100.0,25.8,323802.0,1.9,11.9145673730521,27.973433205,5.2,13.0,2.2,72.0,0.06744300174215268,18.2,14.776791835751478,0.013846059717062825
97,Oman,6.853,0.63274,0.32524000000000003,1.36011,67.75,1.0,1.0,98.8125,0.10000000000000002,2934736.0,74.84375,Asia,Western Asia,86.9,39.808800000000005,309500.0,1.6,0.0,0.006462036,0.6,1.2,1.1,61.0,0.27534501612498,1.7999999999999998,9.482184168012925,0.02308555181794887
98,Pakistan,5.344000010681151,0.229891052315712,0.1157576133494378,0.667894706123352,154.0,367.9375,461.0,67.3076923076923,0.10000000000000002,170186406.3125,64.5,Asia,Southern Asia,54.9,30.0,881912.0,7.7,-36.64424216912533,2.07684724,9.6,9.1,7.7,39.0,0.5358541511640188,18.7,192.97436287577446,0.0009048901339230457
99,Panama,6.53800002822876,0.5388793668022156,0.0729827847943306,1.1482676871948239,115.875,1.125,1.6875,78.66666666666667,0.12500000000000003,3490223.625,76.4875,Americas,Central America,94.1,51.9,75417.0,4.1,-14.889240509552062,43.414043584,1.3,8.1,17.2,411.0,0.4539178730837578,9.4,46.27900373920999,0.03319987841753263
100,Paraguay,5.666600006103516,0.5059695583515168,0.0802891826877594,0.8552234634552001,139.9375,3.1875,3.6875,82.15384615384616,0.1375,6026887.1875,73.1125,Americas,South America,93.9,52.4,406752.0,2.3,-18.58581084725548,43.354643846,3.2,9.1,9.7,118.0,0.4718294767345951,12.3,14.817105232426638,0.02321886832231336
101,Peru,5.728400030517578,0.4449965757808686,0.04417181730818748,0.96508705443573,122.4375,11.8125,15.125,83.6923076923077,0.29374999999999996,28446670.0625,73.66250000000001,Americas,South America,94.2,48.1,1285216.0,4.900840336134454,-3.5121728718855216,52.884375,2.1,4.4,9.6,202.0,0.4059152317769881,6.5,22.13376589032505,0.004304106587203119
102,Philippines,5.387399965667724,0.5920409348945617,0.11033837860536574,0.7914378430824279,217.9375,61.1875,78.8125,62.125,0.10000000000000002,90123518.5,67.57499999999999,Asia,South-Eastern Asia,95.4,43.0,342353.0,2.8,18.33485540722377,26.074387095,1.2,4.8,8.8,111.0,0.4195935472743303,6.0,263.24734557605746,0.0024182089606277412
103,Poland,5.980800009918212,0.5064924223175049,0.05408556123876572,1.2090375725555418,107.5625,2.25,2.6875,97.375,0.10000000000000002,38127253.1875,75.65,Europe,Eastern Europe,99.7,34.1,312679.0,1.0,5.775778709716373,30.670106459,3.8,30.5,1.2,217.0,0.13778412802117546,34.3,121.93736447762721,0.002821144745755362
104,Portugal,5.304600034332276,0.5060850599212646,0.01677189033734798,1.23203105897522,58.875,0.1875,0.375,87.625,0.10000000000000002,10473242.25,79.99375,Europe,Southern Europe,95.4,38.5,92090.0,4.900840336134454,4.003502487438926,37.816355496999996,3.5,13.6,1.2,136.0,0.1109657150992922,17.1,113.72833369529808,0.005621468366207227
105,Qatar,6.4218,0.6040641966705322,0.35597385112190244,1.743691137207032,75.375,0.0,0.0,95.0625,0.10000000000000002,1433212.5,77.03125,Asia,Western Asia,96.3,41.1,11586.0,3.1,2.963996994472992,0.0,1.2,5.7,1.1,60.0,0.5240978640987901,6.9,123.7020973588814,0.05259164290012821
106,Romania,5.698399961853028,0.4329607484912872,0.004733580139786007,1.14176678226471,156.0625,2.8125,3.25,91.8125,0.10000000000000002,20862126.375,74.05000000000001,Europe,Eastern Europe,82.42480620155038,30.0,238391.0,4.900840336134454,4.009451870250369,28.892270236999998,2.9,18.4,1.7,155.0,0.3330060041735218,21.299999999999997,87.51222309147578,0.007480661232453109
107,Rwanda,3.4385999912261958,0.5816107705993653,0.4734680027713776,0.322057178647995,246.8125,20.75,32.0625,96.0,4.425000000000001,9527549.4375,59.3125,Africa,Eastern Africa,71.1,50.8,26338.0,5.9,43.0817610005807,18.443453587,7.2,17.1,23.1,492.0,0.4004785598804129,24.3,361.7415687409826,0.025905139786371222
108,Saudi Arabia,6.37599997253418,0.4174541144886016,0.231550450958252,1.439512711036682,52.125,8.625,10.0,96.8125,0.10000000000000002,25800660.9375,73.46875,Asia,Western Asia,87.2,39.808800000000005,2149690.0,3.7,0.0,0.454484135,0.2,0.6,0.8,162.0,0.2842722791659432,0.8,12.002037939191233,0.0020202970817789732
109,Senegal,4.393999969482422,0.35084045334434505,0.09868008959341038,0.433285804485321,174.1875,22.3125,36.625,86.41666666666667,0.53125,11976118.375,62.56875,Africa,Western Africa,49.7,39.2,196722.0,0.8,-10.218009892060898,43.593206253999995,2.8,8.6,2.8,64.0,0.5282173728139501,11.399999999999999,60.87838866522301,0.01454457066520103
110,Serbia,5.339199996185302,0.22739310564994822,0.038492756121873854,1.000643515853882,130.4375,1.0,1.0625,90.75,0.10000000000000002,7342481.125,73.95625,Europe,Southern Europe,98.0,27.8,88361.0,2.2,21.392131413770546,32.103818889,5.8,19.9,1.2,142.0,0.17558570742889568,25.7,83.09640141012437,0.01776477157780913
111,Sierra Leone,4.5592000221252444,0.33958953819274895,0.06778303520822526,0.317502185743332,357.8125,27.5625,41.875,83.44444444444444,1.5187499999999998,5972174.625,46.1125,Africa,Western Africa,43.3,42.5,71740.0,11.1,-13.829377802392695,37.223607648000005,4.5,11.0,1.9,52.0,0.6501172705695191,15.5,83.24748571229439,0.05991326819248859
112,Singapore,6.542800005340576,0.553412113899231,0.46725555700683596,1.592137533981324,62.0,0.0,0.0,95.875,0.10000000000000002,4730173.6875,81.47500000000001,Asia,South-Eastern Asia,95.9,48.1,710.0,5.2,-4.285714280304342,3.285714286,5.3,9.8,0.2,230.0,0.08812941806400587,15.100000000000001,6662.216461267606,0.013107341103317573
113,Slovakia,6.108400009918212,0.3070474929180146,0.02319817032790184,1.246006711509704,118.0625,0.0,0.125,98.5625,0.10000000000000002,5389344.3125,74.75,Europe,Eastern Europe,99.6,26.0,49037.0,1.7,0.6182344127903194,40.205456663,2.5,18.5,1.4,187.0,0.16362855220071892,21.0,109.90363016701674,0.021906653788322048
114,Slovenia,5.887999979400634,0.5819531615142822,0.045469795757770534,1.2605311909103398,76.4375,0.0,0.0,78.68566980093698,0.10000000000000002,2024922.375,79.73125,Europe,Southern Europe,99.7,31.2,20273.0,1.8,5.808080802952143,62.413108242,4.4,20.8,0.7,66.0,0.016422271621188592,25.200000000000003,99.88271962709022,0.03774836060073661
115,South Africa,4.67519999923706,0.428229347114563,0.07129989948081969,0.9798697411346439,412.75,48.6875,69.8125,66.5,18.493750000000002,49757733.5625,57.49999999999999,Africa,Southern Africa,93.0,63.1,1221037.0,4.900840336134454,0.0,7.617736524,1.1,5.5,31.0,294.0,0.4070893843934621,6.6,40.75038967901874,0.008295192936823589
116,South Sudan,3.3825000200271598,0.11642060893654825,0.11098587832450874,0.3585471564388275,346.3125,27.75,43.25,31.0,3.6937499999999996,8512525.0625,53.875,Africa,Middle Africa,27.0,45.5,619745.0,4.900840336134454,-9.724267931453817,31.055980025,12.8,27.1,13.9,65.0,0.44962650918352187,39.900000000000006,13.735528422980419,0.04068269960526768
117,Spain,6.351399975585938,0.4109482460899354,0.06985281942605973,1.298807572868348,63.625,1.625,1.875,92.5,0.10000000000000002,44574506.9375,82.06875,Europe,Southern Europe,97.7,34.7,505992.0,1.8,34.234712107768694,37.139775461,2.2,8.2,0.8,147.0,0.09535602698025647,10.399999999999999,88.09330372318139,0.0014273853906945418
118,Sri Lanka,4.392600011444092,0.5323286509857178,0.06841679323768615,0.937054028877258,144.375,4.0,4.75,90.61538461538461,0.10000000000000002,19873244.125,73.4,Asia,Southern Asia,91.2,40.3,65610.0,4.7,-22.093617025371348,29.194705789,12.8,46.4,3.4,132.0,0.3697518516955727,59.2,302.8996208657217,0.007264792758137569
119,Sudan,4.24174998474121,0.0329514638198167,0.10470937999844548,0.60406917304039,240.3125,64.625,96.625,72.36363636363636,0.25000000000000006,32842737.75,61.825,Africa,Northern Africa,71.9,35.3,1886068.0,25.0,-27.894474303190627,23.179802189,11.5,23.0,11.2,56.0,0.5909205023688421,34.5,17.413337032386956,0.007317066616957047
120,Suriname,6.269,0.5594549999999999,0.131625,1.0461,166.0,0.0,0.0,85.27272727272727,0.7625,514551.25,70.08125,Americas,South America,94.7,52.9,163820.0,4.2,-0.17054683529678094,94.556410256,11.9,44.5,6.1,186.0,0.4625654054571283,56.4,3.1409550115980953,0.32261120733843324
121,Swaziland,4.5395,0.30979,0.0828,0.76153,339.0,2.625,3.6875,76.0,32.94375,457303.0625,51.324999999999996,Africa,Southern Africa,82.42480620155038,51.5,17364.0,4.900840336134454,21.14406777683029,33.244186047,4.1,8.6,33.8,284.0,0.5572248294635701,12.7,26.33627404399908,0.7413027110440573
122,Sweden,7.319199983978272,0.6175808197937013,0.39750174572181696,1.403981453804016,59.1875,0.0,0.0,59.2,0.10000000000000002,9241468.5,82.51875,Europe,Northern Europe,99.0,25.0,450295.0,0.0,4.1410175647238034,69.237001031,6.1,16.2,0.7,67.0,0.054730397102872086,22.299999999999997,20.523142606513506,0.006404555726181396
123,Switzerland,7.511399991607666,0.6206421153335573,0.3797634570713044,1.472163910644532,55.75,0.0,0.0,78.68566980093698,0.10000000000000002,7661607.125,82.33125,Europe,Western Europe,99.0,33.7,41284.0,-0.4,8.56741640883676,31.612511388,5.1,13.6,0.6,82.0,0.0278476453019586,18.7,185.58296495010174,0.007276541212624498
124,Tajikistan,5.097799977874756,0.41176134137916554,0.12203742924880981,0.4741067270889282,177.5625,10.6875,12.75,84.42857142857143,0.2562499999999999,7211330.5625,66.65625,Asia,Central Asia,99.7,30.8,143100.0,3.7,0.490196075572702,2.929408402,2.8,5.7,1.6,130.0,0.3572628480550729,8.5,50.39364474143955,0.024622709839894404
125,Thailand,6.28659995727539,0.5652741463508606,0.029762547048330302,1.050013754310608,160.375,12.125,14.125,97.0,0.3875,66172613.375,73.08125,Asia,South-Eastern Asia,93.5,40.0,513120.0,2.2,-2.800143241440345,37.193133551,4.5,19.1,5.0,398.0,0.3796197295116237,23.6,128.96128269215777,0.0024235857074459996
126,Togo,3.5441999771118162,0.36374722772789003,0.10096900305604932,0.26587094348144535,311.3125,14.1875,21.4375,76.625,3.8625000000000003,6051177.75,56.66250000000001,Africa,Western Africa,60.4,34.4,56785.0,2.2,-60.99270072860558,4.91266777,2.8,8.5,10.3,64.0,0.588147782078269,11.3,106.56296116932289,0.05144659649107151
127,Trinidad and Tobago,6.168000073750814,0.5206669143422443,0.010924938702781996,1.2996353002548233,163.375,0.0,0.25,54.92857142857143,0.625,1314254.9375,71.06875,Americas,Caribbean,98.8,40.3,5130.0,5.4,-6.539260484523868,43.851851851999996,6.2,20.4,28.3,281.0,0.3714360934842641,26.599999999999998,256.1900462962963,0.12430997619896711
128,Tunisia,4.728399965667724,0.24517813791465765,0.07000062976455687,0.9373271612396239,18.75,3.25,3.6875,96.75,0.10000000000000002,10394632.6875,74.35625000000002,Africa,Northern Africa,79.1,41.4,163610.0,6.1,61.55520995979935,6.686405767,1.4,3.4,2.2,199.0,0.24042843294652014,4.8,63.53299118330175,0.0018038155424720005
129,Turkey,5.4154,0.25735611992645263,0.11912231597948073,1.151034874801636,98.375,26.9375,32.25,87.0625,0.10000000000000002,70360875.8125,73.9125,Asia,Western Asia,94.1,39.0,783562.0,7.6,19.541322328765,15.035276690999998,4.2,11.8,2.6,179.0,0.3588383549789167,16.0,89.79618181139463,0.0013981491683269119
130,Turkmenistan,5.582200005340576,0.41589038580513,0.1834760680408478,1.047483352592468,214.8125,6.5625,8.0625,97.28571428571429,0.10000000000000002,4959698.125,64.61874999999999,Asia,Central Asia,99.6,40.8,488100.0,9.0,0.0,8.782159045,7.5,32.5,12.8,224.0,0.35914679899765184,40.0,10.161233609916001,0.043311607800726785
131,Uganda,4.020199970245362,0.4285971910572052,0.0630319437675476,0.31872814306449904,300.1875,89.6875,138.875,63.42857142857143,7.65,30305661.0625,55.70625,Africa,Eastern Africa,73.2,44.3,241550.0,6.2,-40.82087981830517,14.071367799,12.3,26.9,10.7,97.0,0.5380900212399793,39.2,125.46330392258332,0.00990532756836807
132,Ukraine,4.307200038909912,0.16875895514631284,0.01838589416325092,0.835918389881134,205.75,5.0625,5.9375,54.625,0.5375,46694111.625,69.9375,Europe,Eastern Europe,99.7,26.4,603700.0,0.7,5.213556868461233,16.842159774000002,5.3,30.3,4.3,305.0,0.286440560310559,35.6,77.34654898956435,0.0044063371769951735
133,United Arab Emirates,6.744199952697754,0.5388130540313719,0.3119823909258842,1.64522667389679,67.0625,1.0,1.0,93.875,0.10000000000000002,6442093.875,75.7,Asia,Western Asia,90.0,39.808800000000005,83600.0,1.3,30.375510180516248,3.820813397,1.7,3.9,0.7,238.0,0.2321717133485305,5.6,77.05853917464115,0.01041004699733594
134,Uruguay,6.4311999992370605,0.574978450870514,0.18851637454414363,1.135557939048768,119.9375,0.5625,0.75,94.3125,0.10000000000000002,3349644.25,76.075,Americas,South America,98.1,39.7,181034.0,8.3,99.3043478347222,10.476516969,5.2,20.0,7.9,281.0,0.3128204917762437,25.2,18.502846150446878,0.03580604119377752
135,Uzbekistan,6.0462000389099115,0.6559877325897217,0.2674236446313858,0.7237582175445556,184.8125,21.9375,25.6875,95.64285714285714,0.20625,27555515.625,68.03125,Asia,Central Asia,99.4,36.7,447400.0,10.1,7.3136289105762975,7.681476257999999,4.1,13.2,3.7,152.0,0.5147625958728085,17.299999999999997,61.59033443227537,0.006706914960877275
136,Yemen,3.6257999870300304,0.244174744421959,0.06704548454117774,0.4893126894721984,211.8125,39.375,51.625,55.6875,0.10000000000000002,21730407.125,63.862500000000004,Asia,Western Asia,65.3,37.7,527968.0,11.8,0.0,1.039831809,3.0,4.3,4.8,55.0,0.7439604478142179,7.3,41.158568559079335,0.009747286315511219
137,Zambia,4.584399987792968,0.46209869849967966,0.09733671003007886,0.5717613558578492,354.3125,33.4375,52.375,69.81818181818181,11.931249999999999,12861470.25,53.90624999999999,Africa,Eastern Africa,61.4,54.6,752612.0,7.1,-6.9416666696233245,66.095589125,10.8,20.8,10.7,119.0,0.5868138686813614,31.6,17.08911132163718,0.027548366797334075
138,Zimbabwe,4.006600000000001,0.3232568414020538,0.08999707628202439,0.3440513069934844,462.375,26.5625,40.8125,70.5625,23.262500000000003,12682429.875,50.48749999999999,Africa,Eastern Africa,82.42480620155038,39.808800000000005,390757.0,4.900840336134454,-32.45804006184042,38.697169446,9.7,27.2,10.6,129.0,0.5039759029506303,36.9,32.45605293059369,0.036457918912798246
